"","V1","V2","V3","V4"
"1120","aRLraBbqcoQ","2023-10-25T13:36:54Z","KCRG-TV9: Your Trusted Local News Source","UCVg0ul_tJm6uNvTmZxEtXJA"
"1121","J_pm0qcKex4","2023-10-24T20:43:53Z","KCRG-TV9: Your Trusted Local News Source","UCVg0ul_tJm6uNvTmZxEtXJA"
"1122","CMdq1PrvWlM","2023-10-24T22:36:16Z","KEZI 9","UCa-x5T8TD99WYST764WhsEA"
"1123","nQk5aQRLHuI","nQk5aQRLHuI","nQk5aQRLHuI","nQk5aQRLHuI"
"1124","DjUt5Chd32I","2023-10-25T06:50:39Z","Citizen TV Kenya","UChBQgieUidXV1CmDxSdRm3g"
"1125","PCMyaBjx2dI","2023-10-26T04:30:35Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1126","ZXfKw-2YJRk","2023-10-25T23:51:18Z","WCIA News","UC4aWK7nhEyAkpP5-8YRdvJA"
"1127","megG36rkohM","megG36rkohM","megG36rkohM","megG36rkohM"
"1128","9dOPg_kcalo","2023-10-26T08:33:45Z","Philstar News","UCsAueyuPjaPGcSfR3bIBPUg"
"1129","SxpheAjYgIk","2023-10-26T15:35:34Z","WDEF News 12","UCMp6dYTbPOrKFHMH6rGcp2g"
"1130","_4DTc8qz8wM","2023-10-26T02:32:00Z","WFMJ","UC-MFWZ6WppyTGSixw-HHqSg"
"1131","RpbtE9on_Gg","2023-10-25T19:59:50Z","WLFITV","UCyHX5j6cvdDlDFarayCObRA"
"1132","SqxVpUiOxUk","2023-10-26T01:06:34Z","FOX40 News","UC64F2oovpjsxy06vTdrJG-g"
"1133","WCydt2a-Vs8","2023-10-26T21:00:28Z","First Coast News","UCJCdiZtw9zStiR3xgnp7qlg"
"1134","SZfx1rOxPkY","2023-10-26T21:00:15Z","TODAY","UChDKyKQ59fYz3JO2fl0Z6sg"
"1135","pVM0aeE5gMQ","2023-10-26T16:12:25Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1136","ZMl2YzOd_rQ","2023-10-26T17:12:04Z","CBS Pittsburgh","UCOEvClYLRZcT5bNCCI5eMKg"
"1137","PXcwxEYM0oc","2023-10-26T14:27:54Z","Citizen TV Kenya","UChBQgieUidXV1CmDxSdRm3g"
"1138","JyBnLCFCHDo","2023-10-26T22:10:41Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1139","wbaaImgCd7I","2023-10-26T22:37:23Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1140","gVzqB4BfVNU","2023-10-26T21:22:38Z","WTRF","UC4HQkyqSlym3Ii-RqrDWsFA"
"1141","hi25x15PT0Q","2023-10-27T09:39:11Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1142","x3l9uIFCPZs","2023-10-27T08:47:17Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1143","LzVFr9nhPgo","2023-10-27T23:02:07Z","The Spectator","UCJMC-44oT9l97ra5iemDPiA"
"1144","C0y1Ar1Zhso","C0y1Ar1Zhso","C0y1Ar1Zhso","C0y1Ar1Zhso"
"1145","lk-uilsg95k","2023-10-28T20:00:23Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1146","e_7-oz79UUk","2023-10-29T18:15:02Z","NBC News","UCeY0bbntWzzVIaj2z3QigXg"
"1147","5OpYi6x1Jss","2023-10-30T14:30:37Z","Business Standard","UCQsob4fGjHWhYHW0OLb6rew"
"1148","lHBobaZRFSc","2023-10-30T21:00:20Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1149","24H7J5-TMQo","2023-10-30T21:11:28Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1150","yt3eVaOKo0A","2023-10-30T19:16:45Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1151","8HpWSLIj9ks","2023-10-29T23:31:28Z","NEWS CENTER Maine","UCQAUoXXSGHSntpTPvWwvXbg"
"1152","OkR4zMJTAZc","2023-10-30T22:06:04Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1153","96I2k6v2fBM","2023-11-01T16:47:08Z","The Royal Family Channel","UCCvgLV2Ixb8KCemj-UtXZ-g"
"1154","Xx6BSR9SQB8","2023-11-01T08:33:53Z","Independent Television and Radio","UCzuiQaDS-LR2Qr3QYcj730w"
"1155","LKHg0rjAga0","2023-11-01T12:56:00Z","The Scottish Sun","UCGsWuDobZsVhzuotDmyxmYg"
"1156","Pi4S38yRaFU","2023-11-01T16:41:31Z","Republic World","UCwqusr8YDwM-3mEYTDeJHzw"
"1157","pV8trKpi4Ck","2023-11-01T23:45:32Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1158","lZoZv7RKSHI","2023-11-01T23:52:17Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1159","W1fcYDgJC0o","2023-11-01T19:21:37Z","KEZI 9","UCa-x5T8TD99WYST764WhsEA"
"1160","lX-1jwGgGsM","2023-11-01T19:15:02Z","TheDC Shorts","UCfDdlNLRVb1h3_7Xh-WhL3w"
"1161","JdoPK5XuYds","2023-11-02T00:05:41Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1162","b22rx0bWh8U","2023-11-02T15:48:34Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1163","Pr33Bkp9hPU","2023-11-02T14:54:35Z","This Morning","UChFsYLqPUyLiZnfRog6wiZA"
"1164","AvoTfP2kOmk","2023-11-02T18:31:29Z","On Demand News","UCME81PohuzT1JMCsEtvsD2w"
"1165","qL-saclP0Ok","2023-11-02T15:00:49Z","spiked","UCRK4_2FGAAmajCaB8ZefJHw"
"1166","_LQPkVV7V0I","_LQPkVV7V0I","_LQPkVV7V0I","_LQPkVV7V0I"
"1167","5EZtifSm2Uo","2023-11-02T15:47:26Z","Colchester United FC","UCxNNr7jmuxIOeopgjDN6eUQ"
"1168","cYeL8MHN2iw","2023-11-02T21:50:30Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1169","qRoMFRvz2no","2023-11-03T14:34:19Z","KATH.NET - Katholische Internetzeitung","UCNU6Y736pIAwJ-CTkorjZmw"
"1170","QKY1e90vxkU","2023-11-03T15:30:55Z","The Royal Family Channel","UCCvgLV2Ixb8KCemj-UtXZ-g"
"1171","ILMio160T20","2023-11-03T12:22:07Z","This Morning","UChFsYLqPUyLiZnfRog6wiZA"
"1172","5pjCpFEzGQk","2023-11-03T11:55:30Z","Pupia News","UCQtb4jBS4_HDAZ9tAUuFc6A"
"1173","NLudltx-BXU","2023-11-03T22:17:43Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1174","WJExP5z5WBg","2023-11-04T10:16:08Z","FilmiBeat","UCsaoYBUHz_lVB_dOmFwA9Zw"
"1175","jECMSGqW2R4","2023-11-04T11:00:40Z","SHOWSHA","UCLnuTrdp3MBzo9ZPig5szbQ"
"1176","64ycUv5W0pw","2023-11-05T00:48:26Z","Wrexham AFC","UCS7BAYpqOSaYy-pZp6oO4PA"
"1177","kCb9Nxu-ebA","2023-11-05T22:15:02Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1178","VQDO_ChNcmg","2023-11-05T19:57:40Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1179","wLuhsmxlNuY","2023-11-07T00:00:33Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1180","DEdc3tPdEHg","2023-11-07T06:00:08Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"1181","11-tVMU1t0Q","2023-11-08T02:16:45Z","KY3 News - Springfield, Mo.","UCnKYBTzfcyzIsd9aqczP0JQ"
"1182","9tUqwtQO5GI","2023-11-07T20:06:01Z","CBN News","UCYI_ychRnL7sJrG6PUSBpQA"
"1183","rKBc-PTpLuU","2023-11-08T14:19:55Z","The Trump Report","UCTjDhFuGXlhx9Us0gq0VK2w"
"1184","yudd6kNBrlk","2023-11-09T04:00:31Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1185","Kp2OzA23GkU","2023-11-09T06:00:09Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"1186","Pay8oqY_7wc","2023-11-10T06:00:12Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"1187","HoUeWaBsu0c","2023-11-10T11:15:02Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1188","uQ7Iq7MBca4","2023-11-10T15:59:01Z","Christianity Today","UCnkIrEOb5yknIxeRo_8kDGw"
"1189","-lnpMnUbV9A","2023-11-11T06:00:00Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"1190","pOAdWRXyYtw","2023-11-10T19:45:02Z","The Rubin Report","UCJdKr0Bgd_5saZYqLCa9mng"
"1191","LI5yzPotO54","2023-11-12T11:00:14Z","spiked","UCRK4_2FGAAmajCaB8ZefJHw"
"1192","8of2dSpljEI","2023-11-13T16:23:01Z","WBAL Radio","UCABoFmIGpud6i5ky-8ywHEg"
"1193","j-D1TIJlCyI","2023-11-13T13:00:39Z","The GUIDON","UC0lQToczqQG9Q1T12odpjuA"
"1194","4n3UtBJ2ZPo","2023-11-13T21:00:02Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1195","g5ChCRqvBsQ","2023-11-14T14:30:11Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1196","j6ktw9qMzu4","2023-11-15T15:30:09Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1197","KU9cNAC4nJU","2023-11-15T16:45:00Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1198","VdbGBtf9O5w","2023-11-16T01:32:33Z","CBC News","UCuFFtHWoLl5fauMMD5Ww2jA"
"1199","0F-E3ZQ_Pkk","2023-11-16T20:00:00Z","Global News","UChLtXXpo4Ge1ReTEboVvTDg"
"1200","71bBxHqfsLA","2023-11-16T12:49:41Z","CBC News","UCuFFtHWoLl5fauMMD5Ww2jA"
"1201","HiDWcrnnkC4","2023-11-16T20:57:39Z","CTV News","UCi7Zk9baY1tvdlgxIML8MXg"
"1202","tnB-0tQ6WAM","2023-11-16T16:33:44Z","CTV News","UCi7Zk9baY1tvdlgxIML8MXg"
"1203","p7pqsyLz5Ns","2023-11-16T22:29:06Z","Sky News","UCoMdktPbSTixAyNGwb-UYkQ"
"1204","bGhIs9hkH3A","2023-11-16T19:25:17Z","CTV News","UCi7Zk9baY1tvdlgxIML8MXg"
"1205","HZXOZrNnIlU","2023-11-17T02:07:36Z","CTV News","UCi7Zk9baY1tvdlgxIML8MXg"
"1206","epIMKH4MFos","2023-11-17T12:10:28Z","CTV News","UCi7Zk9baY1tvdlgxIML8MXg"
"1207","NdgyVeGplus","2023-11-16T21:02:34Z","FOX 13 Seattle","UC5bKZHg4PzURMOWcvanl6nA"
"1208","4qHcfLMWMPs","2023-11-17T11:51:22Z","CTV News","UCi7Zk9baY1tvdlgxIML8MXg"
"1209","OhSjhyS5Co8","2023-11-17T21:56:26Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"1210","jDX1gpi1L6w","2023-11-17T23:22:04Z","CityNews","UCVKAcQQCO8vv87Gk62SutAg"
"1211","wuW7mSVWV3A","2023-11-18T23:32:00Z","CityNews","UCVKAcQQCO8vv87Gk62SutAg"
"1212","6dRcyx2Kfy0","2023-11-18T23:22:16Z","CityNews","UCVKAcQQCO8vv87Gk62SutAg"
"1213","5FDEGST0iVM","2023-11-19T01:45:20Z","The Post Millennial","UCOzojJATlDfb6LdXCXN79zg"
"1214","FgyPM3Fmtbw","2023-11-19T06:07:41Z","CityNews","UCVKAcQQCO8vv87Gk62SutAg"
"1215","I1CyHc5UGM8","2023-11-20T03:59:35Z","KEZI 9","UCa-x5T8TD99WYST764WhsEA"
"1216","JUZ20MeOU58","2023-11-20T09:19:22Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1217","-tC9L2MlXgA","2023-11-20T22:13:55Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1218","wCdMtV70YVQ","2023-11-21T15:36:52Z","Radio Free Europe/Radio Liberty","UCG_Qif8SJIS3XxU8iqHoInw"
"1219","DkbfkvPNpVA","DkbfkvPNpVA","DkbfkvPNpVA","DkbfkvPNpVA"
"1220","XWl2-F3AZ64","2023-11-21T17:34:08Z","Capital TV","UC-an6pHQfTVZXgrLP0p1EGA"
"1221","ZhF3NFQ04n8","2023-11-21T09:05:00Z","Capital TV","UC-an6pHQfTVZXgrLP0p1EGA"
"1222","J_CceD2ENn4","2023-11-21T21:49:56Z","KEZI 9","UCa-x5T8TD99WYST764WhsEA"
"1223","pq-tCBrmO2w","2023-11-21T22:43:01Z","WSLS 10","UCaFgN6V43Xo1pRjQ4PjlSqw"
"1224","mU_jYCvL7LE","2023-11-21T23:16:29Z","Louisiana First News","UC38l1n6mIvpFNGWdtuv_N6A"
"1225","vsyaxxhDrc0","2023-11-21T23:32:40Z","THV11","UCStCUMvCw067Nw5uSlbyDsw"
"1226","ayBnVzZKn84","2023-11-21T19:15:00Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1227","BjdWX2OFVdQ","2023-11-21T18:45:00Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1228","f1xWyedUuzs","2023-11-21T19:45:01Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1229","ui2rtzIWfXU","2023-11-22T11:20:36Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1230","HSjcIbi0Cj0","2023-05-08T15:00:11Z","The Rubin Report","UCJdKr0Bgd_5saZYqLCa9mng"
"1231","ExTjhWajK9s","ExTjhWajK9s","ExTjhWajK9s","ExTjhWajK9s"
"1232","8_ACgogum-4","8_ACgogum-4","8_ACgogum-4","8_ACgogum-4"
"1233","U5It1TFvv8c","2023-05-12T17:47:26Z","WION","UC_gUM8rL-Lrg6O3adPW9K1g"
"1234","h4HEXbxvEm8","h4HEXbxvEm8","h4HEXbxvEm8","h4HEXbxvEm8"
"1235","H0KKgbTVTIs","2023-05-16T18:00:09Z","BlazeTV","UCKgJEs_v0JB-6jWb8lIy9Xw"
"1236","85PnyVBY7W4","2023-05-17T20:15:00Z","Fox News","UCXIJgqnII2ZOINSWNOGFThA"
"1237","T4PIVDk8sTM","2023-05-17T21:15:02Z","The Rubin Report","UCJdKr0Bgd_5saZYqLCa9mng"
"1238","zjw6OMbLVVM","2023-05-18T00:35:45Z","WDEF News 12","UCMp6dYTbPOrKFHMH6rGcp2g"
"1239","MpD-yC3Un2c","2023-05-17T22:30:02Z","EWTN","UCijDos-LUTh9RQvSCMQqN6Q"
"1240","-y1zRdrUsqA","2023-05-19T18:56:45Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"1241","SoU4SrMtfAc","2023-05-19T13:23:26Z","Megyn Kelly","UCzJXNzqz6VMHSNInQt_7q6w"
"1242","M2BuMg0zzPY","2023-05-20T16:00:21Z","St Michael's Media ","UCX17igkZ9JhU64JoTBVSWeQ"
"1243","i0EriapiZTA","2023-05-20T22:00:18Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1244","4TecvLdbdTU","2023-05-21T18:58:18Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1245","SV9xyTq8L0A","2023-05-22T19:00:16Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1246","gI9yIlTQT00","2023-05-23T05:15:48Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1247","CEMTLZBT2KM","2023-05-23T14:42:22Z","Rebel News Canada","UCOwtpxZT8kXYfoj0W4XBrjw"
"1248","q8jqah92K-g","2023-05-24T01:30:12Z","Fox News","UCXIJgqnII2ZOINSWNOGFThA"
"1249","otAN8GOORvQ","2023-05-24T11:48:09Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1250","XyP83mMDBH0","2023-05-25T15:29:50Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1251","bXzsZl7zyAE","2023-05-25T17:05:30Z","WAAY 31 News","UCpQiwFjomzBHJN-TpdLZxBg"
"1252","5C1E2zp65E4","2023-05-25T20:30:10Z","Juno News","UC9jipu23ffJC0hYrX7Y8p_A"
"1253","8uvhs_j2zm8","2023-05-25T23:03:36Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1254","Nm8CNwXwSqs","2023-04-20T01:11:01Z","Young America's Foundation","UC4-AGCUwX7C-D4BsBook9fQ"
"1255","GjEgqEP3E8I","2023-04-20T03:29:18Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1256","SEDq6Xpadl8","2023-04-20T01:00:08Z","Real Alex Clark","UCcbPQtclBJp_8se9a2t8AoA"
"1257","n7-aUZ0Eoa8","2023-04-20T15:45:33Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1258","ggQCFSLXDtI","2023-04-20T14:32:59Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1259","kW-0-gXStQA","2023-04-21T19:45:01Z","Newsmax","UCx6h-dWzJ5NpAlja1YsApdg"
"1260","2t23M2ZkLRI","2023-04-21T17:04:53Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1261","eG6C6AhPgvs","2023-04-23T21:28:33Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1262","HjRN55NGQA4","2023-04-24T17:30:01Z","TheDC Shorts","UCfDdlNLRVb1h3_7Xh-WhL3w"
"1263","_-ukPxxS-tI","2023-04-25T02:13:37Z","Christians Engaged","UCE7Rj01vSAA1b1jncnbQuVg"
"1264","uDZiru1rPng","uDZiru1rPng","uDZiru1rPng","uDZiru1rPng"
"1265","QkpDZ7KCW7s","2023-04-28T11:15:38Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1266","3eWV8a68PDU","3eWV8a68PDU","3eWV8a68PDU","3eWV8a68PDU"
"1267","0SeqJi9AC0k","2023-04-29T18:32:55Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1268","-CBA40rVeO8","2023-04-30T11:44:08Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1269","XAHhkoDIENw","2023-04-30T21:30:01Z","BlazeTV","UCKgJEs_v0JB-6jWb8lIy9Xw"
"1270","AsO9LrgBjTs","2023-04-30T19:06:30Z","Vivek Ramaswamy","UCautFW0hm0QPVXFVeSpSpxg"
"1271","NtbDrVJXtCg","2023-05-01T15:42:29Z","Rebel News Canada","UCOwtpxZT8kXYfoj0W4XBrjw"
"1272","oca9zJzlh2k","2023-05-01T16:53:11Z","St Michael's Media ","UCX17igkZ9JhU64JoTBVSWeQ"
"1273","VPWVFgPphAs","2023-05-02T12:01:37Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1274","O5lhLr04BYs","2023-05-02T16:50:02Z","St Michael's Media ","UCX17igkZ9JhU64JoTBVSWeQ"
"1275","CrQfMZMTpEA","2023-05-03T09:54:43Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1276","hvFBOlH8Q7w","2023-05-02T23:00:17Z","Washington Post Universe","UCYBARVyitZWkFKovnC2jf2g"
"1277","Au2B6ntEK5o","2023-05-04T21:58:28Z","Rebel News Canada","UCOwtpxZT8kXYfoj0W4XBrjw"
"1278","w_4jL7SJq9I","2023-05-05T16:00:43Z","BlazeTV","UCKgJEs_v0JB-6jWb8lIy9Xw"
"1279","Xsg1Bv2Qkx4","2023-05-05T00:58:07Z","WLKY News Louisville","UCojNA7ZvnmGuIvYnm44wl3Q"
"1280","ozfueddgLmQ","2023-05-06T17:05:27Z","Rebel News Canada","UCOwtpxZT8kXYfoj0W4XBrjw"
"1281","hxABgX_Rqr0","2023-05-07T20:00:10Z","BlazeTV","UCKgJEs_v0JB-6jWb8lIy9Xw"
"1282","XRbbDXDbD6s","2023-05-07T21:00:14Z","BlazeTV","UCKgJEs_v0JB-6jWb8lIy9Xw"
"1283","_v25XMV6pKk","2023-03-16T09:15:46Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1284","id1MDTjzCck","id1MDTjzCck","id1MDTjzCck","id1MDTjzCck"
"1285","Qz7p6bOtc_4","2023-03-29T15:10:13Z","The Hill","UCPWXiRWZ29zrxPFIQT7eHSA"
"1286","rUBUJosk-sk","2023-04-03T10:50:23Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1287","Fk5xuOz3yo4","2023-03-31T15:39:23Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1288","XqX0AhI3FX8","2023-04-06T17:38:21Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1289","cas_sO8OhGM","cas_sO8OhGM","cas_sO8OhGM","cas_sO8OhGM"
"1290","ZBZYB43_0C0","2023-04-07T21:15:32Z","The Young Turks","UC1yBKRuGpC1tSM73A0ZjYjQ"
"1291","OHG1D1vzeco","2023-04-07T14:53:04Z","Tampa Bay 28","UCK0UUsCjtMRNtS3BPh1Yc4w"
"1292","SMyAnY4N7x4","SMyAnY4N7x4","SMyAnY4N7x4","SMyAnY4N7x4"
"1293","fsU09KJoCFc","2023-04-08T05:15:01Z","The Young Turks","UC1yBKRuGpC1tSM73A0ZjYjQ"
"1294","AwVtjUU3GOY","AwVtjUU3GOY","AwVtjUU3GOY","AwVtjUU3GOY"
"1295","pvjg9-MYyi4","2023-04-12T12:31:56Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1296","FmxYr4TSut0","2023-04-13T01:36:24Z","Juno News","UC9jipu23ffJC0hYrX7Y8p_A"
"1297","OGtKPsgZ6JY","2023-04-13T22:00:20Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1298","aNfhzKpVegE","2023-04-14T18:36:24Z","WSET ABC 13","UCV4FhdL2u9iRVMgPOzdp6tg"
"1299","v4SboOvigI8","2023-04-14T02:06:30Z","Young America's Foundation","UC4-AGCUwX7C-D4BsBook9fQ"
"1300","iGCd4jngsl4","2023-04-14T21:55:22Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1301","D53MWoBeuJo","2023-04-15T18:30:09Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1302","YJxTiNL27OM","2023-04-16T00:15:02Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1303","ZKWFPEdWAzc","2023-04-16T20:00:13Z","BlazeTV","UCKgJEs_v0JB-6jWb8lIy9Xw"
"1304","B7MYkWBEPrI","2023-04-16T17:00:07Z","Young America's Foundation","UC4-AGCUwX7C-D4BsBook9fQ"
"1305","5cOOJ7dMzLs","2023-04-16T17:00:04Z","BlazeTV","UCKgJEs_v0JB-6jWb8lIy9Xw"
"1306","L4UphqBHxOQ","2023-04-18T05:37:40Z","First Coast News","UCJCdiZtw9zStiR3xgnp7qlg"
"1307","i3Jtppz70Is","2023-04-17T18:34:39Z","CBS Miami","UCXJryYh6xcW5iEeJGzK191A"
"1308","qWUeVq5UJsc","2023-04-17T21:51:42Z","WPBF 25 News","UCeD5NwvPbEZKcu02_v8tUZQ"
"1309","3o5JgejSbFA","2023-04-17T22:18:17Z","WPLG Local 10","UCgVZ0mrM3liHNhRYC5Mchgg"
"1310","tkI1ig9BL00","2023-04-17T23:00:32Z","Michael Knowles","UCr4kgAUTFkGIwlWSodg43QA"
"1311","x0tPZu4t5D0","2023-04-18T11:00:43Z","Fox Business","UCCXoCcu9Rp7NPbTzIvogpZg"
"1312","1aoNJgFhgv4","2023-04-18T13:13:13Z","CNN-News18","UCef1-8eOpJgud7szVPlZQAQ"
"1313","iziX8fVV4gg","2023-04-19T01:16:20Z","Intercollegiate Studies Institute","UC4PiYpkYag1oUGLshXZBsoQ"
"1314","iWFBcZG-8sQ","2023-04-19T14:50:03Z","CNN-News18","UCef1-8eOpJgud7szVPlZQAQ"
"1315","k2StLeIBmgo","2023-04-19T14:39:59Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1316","qPtktoi6hXQ","2023-12-28T17:15:02Z","India Today","UCYPvAwZP8pZhSMW8qs7cVCw"
"1317","wla2Q-Ws3h0","2023-12-28T18:05:19Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1318","IvOB6qe-YrA","2023-12-28T15:30:07Z","The Royal Family Channel","UCCvgLV2Ixb8KCemj-UtXZ-g"
"1319","JilJaHuYegw","2023-12-29T04:35:51Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1320","2r6Rt6UP9zA","2023-12-29T18:00:01Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1321","UFx9PChYCfc","2023-12-29T22:07:36Z","WLWT","UCkr9qZ5tj9dGd7JvE3a8X4Q"
"1322","PhF2sAVC0dQ","2023-12-29T17:46:22Z","The Hill","UCPWXiRWZ29zrxPFIQT7eHSA"
"1323","MUC34V5R51Q","2023-12-30T16:27:50Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1324","sbhx4Hp-GKQ","2023-09-06T19:15:03Z","Fox News","UCXIJgqnII2ZOINSWNOGFThA"
"1325","-_40_JrUv_Y","2023-09-07T13:01:50Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1326","XKDrxobhkzo","2023-09-07T15:45:01Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1327","LqBqVeO0PsE","2023-09-07T18:00:21Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1328","az1eBfx1c2M","2023-09-07T23:00:01Z","IGN","UCKy1dAqELo0zrOtPkf0eTMw"
"1329","nlnAVBCc2ko","2023-09-08T08:56:45Z","Big Brother UK","UCOIeG57ze1ZVvfpyJIloNrw"
"1330","y9XfsP1YiWU","2023-09-08T13:30:32Z","K24TV","UCt3SE-Mvs3WwP7UW-PiFdqQ"
"1331","H2wKqWf1nzM","2023-09-08T15:22:55Z","X17onlineVideo","UC4GfN7q1C1m0z6cf2NkMg2w"
"1332","hgLrWOopzW4","2023-09-08T18:52:09Z","The Spectator","UCJMC-44oT9l97ra5iemDPiA"
"1333","deXTBCDHqa4","2023-09-09T05:06:58Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1334","3DNsov13WEg","2023-09-09T14:22:58Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1335","XIQlePIBoro","2023-09-09T16:01:17Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1336","gkE5XaUwDFY","2023-09-09T03:52:13Z","Waterloo-Cedar Falls Courier","UCzRquKu82KHGXjaBb2Uok5g"
"1337","UthcZ2RYjUU","2023-09-08T19:29:01Z","Us Weekly","UCVxZlxikHMY8LzspzinH1ww"
"1338","v183lHiUo8w","2023-09-09T17:00:36Z","Entertainment Tonight","UCdtXPiqI2cLorKaPrfpKc4g"
"1339","wOIofojoGzg","2023-09-09T23:14:03Z","CityNews","UCVKAcQQCO8vv87Gk62SutAg"
"1340","kj8guu-MId0","2023-09-09T11:48:25Z","Birmingham Live ","UCXtdkietOoj4BrTOGQfXp6g"
"1341","-99AmUtn5qA","2023-09-09T20:20:14Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1342","xfWv3n3Mu_w","2023-09-10T12:48:56Z","FOX 26 Houston","UC4OqEJz6oABzz_7nu29zF3A"
"1343","uyHwBgIdSX4","2023-09-10T16:40:22Z","The Hill","UCPWXiRWZ29zrxPFIQT7eHSA"
